6546,Grand Marnier,0,0,0,0,,
6547,Egg Yolks,0,0,0,0,,
6548,Mustard Seeds,36,26,28,508,,
6549,vegetable stock cube,0,0,0,0,,
6550,Celery Salt,0,0,0,0,,
6551,salted butter,0,0,0,0,,
6552,Veal,0,0,0,0,,
6553,Full fat yogurt,0,0,0,0,,
6554,Scallions,0,0,0,0,,
6555,Oxtail,0,0,0,0,,
6556,Sake,0,0.5,5,134,,
6557,Tamarind ball,0,0,0,0,,
6558,vinegar,0,0,0.07,17.99,,
6559,Unsalted Butter,0,0,0,0,,
6560,honey,0,0,0,0,,
6561,almond extract,0,0,12.62,288.1,,
6562,Ciabatta,0,0,0,0,,
6563,Lemon,0,0,0,0,,
6564,French Lentils,0,0,0,0,,
6565,Red Chili,0,0,0,0,,
6566,English Muffins,0,0,0,0,,
6567,Cacao,0,0,0,0,,
6568,Biryani masala,0,0,0,0,,
6569,cheddar cheese,0,0,0,0,,
6570,Wild Mushrooms,0,0,0,0,,
6571,Plum Tomatoes,0,0,0,0,,
6572,flour,0.98,10.33,76.31,364,,
6573,Prawns,0,0,0,0,,
6574,Black pepper,0,0,0,0,,
6575,Dark Brown Sugar,0,0,0,0,,
6576,Red Onion,0,0,0,0,,
6577,Jasmine Rice,0,0,0,0,,
6578,Tomato Sauce,0,0,0,0,,
6579,Ackee,0,0,0,0,,
6580,Tomato Purée,0,0,0,0,,
6581,Jalapeno,0,0,0,0,,
6582,red onions,0,0,0,0,,
6583,Fettuccine,0,0,0,0,,
6584,Cream Cheese,0,0,0,0,,
6585,Floury Potatoes,0,0,0,0,,
6586,Ginger garlic paste,0,0,0,0,,
6587,rolled oats,0,0,0,0,,
6588,Basil,0,4,2,24,,
6589,king prawns,0,0,0,0,,
6590,Pita Bread,0,0,0,0,,
6591,Peaches,0,0,0,0,,
6592,Red Onions,0,0,0,0,,
6593,parmesan,27.8,28.4,14,420,,
6594,Lamb Mince,0,0,0,0,,
6595,Glace Cherry,0,0,0,0,,
6596,Mixed Peel,0,0,0,0,,
6597,chestnut mushroom,0,0,0,0,,
6598,ground almonds,52.71,20.93,20.93,597.67,,
6599,Whole Milk,0,0,0,0,,
6600,Oatmeal,0,0,0,0,,
6601,Plain Flour,0,0,0,0,,
6602,Custard,0,0,0,0,,
6603,Shortcrust Pastry,0,0,0,0,,
6604,Sugar Snap Peas,0,0,0,0,,
6605,marjoram,0,0,0,0,,
6606,ginger cordial,0,0,0,0,,
6607,Green Salsa,0,0,0,0,,
6608,Black Beans,0,0,0,0,,
6609,Pecan Nuts,0,0,0,0,,
6610,flax eggs,0,0,0,0,,
6611,raspberry jam,0.05,0.35,68.85,278,,
6612,Beef Stock Concentrate,0,0,0,0,,
6613,Fromage Frais,0,0,0,0,,
6614,Ham,0,0,0,0,,
6615,Cloves,0,0,0,0,,
6616,Brussels Sprouts,0,0,0,0,,
6617,lamb mince,20.94,24.52,0,294,,
6618,Brown Lentils,0.38,9.02,20.13,116,,
6619,sour cream,0,0,0,0,,
6620,heavy cream,0,0,0,0,,
6621,Apple Cider Vinegar,0,0,0.94,21.01,,
6622,lime,0,0,0,0,,
6623,sunflower oil,0,0,0,0,,
6624,Golden Syrup,0,0,0,0,,
6625,Ginger Cordial,0,0,0,0,,
6626,Greek Yogurt,0,0,0,0,,
6627,fresh basil,0,4,2,24,,
6628,Orange Blossom Water,0,0,0,0,,
6629,ground ginger,4.44,8.89,71.67,335,,
6630,Frozen Peas,0,0,0,0,,
6631,Rice Stick Noodles,0,0,0,0,,
6632,lemons,0,0,0,0,,
6633,Vanilla Extract,0,0,0,0,,
6634,Creamed Corn,0,0,0,0,,
6635,red pepper flakes,0,0,0,0,,
6636,tomatoes,0.2,0.88,3.89,18,,
6637,Chocolate Chips,0,0,0,0,,
6638,Prosciutto,0,0,0,0,,
6639,Caramel Sauce,0,0,0,0,,
6640,sage,0,0,0,0,,
6641,Green Chili,0.2,2,9.47,40,,
6642,digestive biscuits,22.47,5.53,67.47,492.06,,
6643,Chicken,13.07,23.96,0.05,220,,
6644,Ginger Paste,0,0,0,0,,
6645,Creme Fraiche,43.36,2.36,2.43,400.5,,
6646,Garlic Sauce,0,0,0,0,,
6647,Chopped Tomatoes,0,0,0,0,,
6648,Harissa,0,0,0,0,,
6649,Garlic Powder,0,0,0,0,,
6650,Fermented Black Beans,0,0,0,0,,
6651,caster sugar,0,0,100,386.9,,
6652,Onions,0.19,1.36,10.15,44,,
6653,Chestnuts,0,0,0,0,,
6654,Pretzels,0,0,0,0,,
6655,Pink Food Colouring,0,0,0,0,,
6656,asparagus,0,0,0,0,,
6657,plain flour,0.98,10.33,76.31,364,,
6658,chicken breasts,3.57,31.02,0,165,,
6659,Barbeque Sauce,0,0,0,0,,
6660,fennel seeds,15,16,52.5,345,,
6661,Turmeric,3.33,9.67,67,312,,
6662,Candied Peel,0,0,0,0,,
6663,Black Pepper,0,0,0,0,,
6664,Dried Fruit,0,0,0,0,,
6665,Green chilli,0,0,0,0,,
6666,baby plum tomatoes,0.19,0.89,3.89,18,,
6667,mozzarella balls,22.36,22.19,2.19,300,,
6668,Ground cumin,0,0,0,0,,
6669,butter,81.13,0.85,0.07,716.97,,
6670,Red Wine Jelly,0,0,0,0,,
6671,Suet,0,0,0,0,,
6672,chilled butter,81.13,0.85,0.07,716.97,,
6673,salt,0,0,0,0,,
6674,tomato puree,0.21,1.65,8.98,38,,
6675,Caster Sugar,0,0,0,0,,
6676,Chicken Breasts,3.57,31.02,0,165,,
6677,vegan butter,80.7,0.14,0.7,716.97,,
6678,Worcestershire Sauce,0,0,0,0,,
6679,Caraway Seed,0,0,0,0,,
6680,Nutmeg,0,0,0,0,,
6681,Mozzarella Balls,0,0,0,0,,
6682,Pilchards,0,0,0,0,,
6683,spring onion,0,0,0,0,,
6684,Red Chilli Flakes,0,0,0,0,,
6685,Peanut Cookies,0,0,0,0,,
6686,bowtie pasta,0,0,0,0,,
6687,celeriac,0.19,0.96,5.9,27,,
6688,white fish,0,0,0,0,,
6689,White Vinegar,0,0,0.07,17.99,,
6690,whole wheat,1.92,15.4,68.03,329,,
6691,Raspberries,0,0,0,0,,
6692,Onion Salt,0,0,0,0,,
6693,Chicken Breast,0,0,0,0,,
6694,Thyme,0,0,0,0,,
6695,Mascarpone,0,0,0,0,,
6696,Baby Aubergine,0,0,0,0,,
6697,Mussels,0,0,0,0,,
6698,Lemon Zest,0,0,0,0,,
6699,Chilli Powder,0,0,0,0,,
6700,Coconut cream,0,0,0,0,,
6701,Mulukhiyah,0,0,0,0,,
6702,macaroni,0,0,0,0,,
6703,Madras Paste,0,0,0,0,,
6704,Massaman curry paste,0,0,0,0,,
6705,Plum tomatoes,0.19,0.89,3.89,18,,
6706,cinnamon stick,0,0,0,0,,
6707,Blackberries,0,0,0,0,,
6708,Thai fish sauce,0,0,0,0,,
6709,fennel bulb,0.2,1.24,7.3,31,,
6710,Butter,81.13,0.85,0.07,716.97,,
6711,Salted Butter,0,0,0,0,,
6712,Ricotta,0,0,0,0,,
6713,Bulgur Wheat,0,0,0,0,,
6714,Plain flour,0,0,0,0,,
6715,basil leaves,0,4,2,24,,
6716,Salt Cod,0,0,0,0,,
6717,extra virgin olive oil,100,0,0,884,,
6718,Ras el hanout,0,0,0,0,,
6719,Hazlenuts,0,0,0,0,,
6720,dark soy sauce,0.56,8.12,4.94,53,,
6721,Red Wine,0,0,0,0,,
6722,Cilantro,0,0,0,0,,
6723,Dry White Wine,0,0,0,0,,
6724,soy sauce,0.56,8.12,4.94,53,,
6725,Apricot Jam,0,0,0,0,,
6726,Aubergine,0,0,0,0,,
6727,Colby Jack Cheese,0,0,0,0,,
6728,Fennel,0,0,0,0,,
6729,Parmesan Cheese,27.8,28.4,14,420,,
6730,Christmas pudding,0,0,0,0,,
6731,potato,0.13,2.5,21.15,93,,
6732,Bean Sprouts,0,0,0,0,,
6733,Jam,0,0,0,0,,
6734,All spice,0,0,0,0,,
6735,Khus khus,0,0,0,0,,
6736,olive oil,100,0,0,884,,
6737,Strawberries,0,0,0,0,,
6738,Sage,0,0,0,0,,
6739,Basmati rice,0,0,0,0,,
6740,thyme,0,0,0,0,,
6741,Stilton Cheese,0,0,0,0,,
6742,Bacon,35.1,33.91,1.71,468,,
6743,Cashew nuts,0,0,0,0,,
6744,red chili,0,0,0,0,,
6745,cajun,0,0,0,0,,
6746,rice,0,0,0,0,,
6747,Canned tomatoes,0,0,0,0,,
6748,oregano,4,9,69,265,,
6749,Canola Oil,0,0,0,0,,
6750,Raspberry Jam,0,0,0,0,,
6751,Coconut Cream,0,0,0,0,,
6752,Apricot,0,0,0,0,,
6753,rigatoni,0.93,5.8,30.86,158,,
6754,Tomato Ketchup,0,0,0,0,,
6755,Coconut Milk,0,0,0,0,,
6756,Peanuts,0,0,0,0,,
6757,Leek,0.2,0.81,7.62,31,,
6758,Pork Chops,0,0,0,0,,
6759,Double Cream,0,0,0,0,,
6760,Vegetable Oil,0,0,0,0,,
6761,chicken breast,0,0,0,0,,
6762,Fish Sauce,0,0,0,0,,
6763,Carrots,0.17,0.76,8.22,35,,
6764,Fish Stock,0,0,0,0,,
6765,Cumin,22.38,17.62,44.29,375.24,,
6766,bay leaf,0,0,0,0,,
6767,"free-range eggs, beaten",9.52,12.56,0.72,143,,
6768,Yellow Pepper,0,0,0,0,,
6769,Black Olives,0,0,0,0,,
6770,Spaghetti,0,0,0,0,,
6771,Muscovado Sugar,0,0,0,0,,
6772,Banana,0,0,0,0,,
6773,Sea Salt,0,0,0,0,,
6774,Mixed Spice,0,0,0,0,,
6775,Sushi Rice,0,0,0,0,,
6776,Garlic sauce,7.36,3.93,13.64,147.93,,
6777,Hotsauce,0.6,0.93,3.93,21,,
6778,Bread,0,0,0,0,,
6779,Ginger paste,0,0,0,0,,
6780,Digestive Biscuits,0,0,0,0,,
6781,Toor dal,1.95,6.65,15.84,103.56,,
6782,Olive oil,100,0,0,884,,
6783,Turkey Mince,0,0,0,0,,
6784,Italian Fennel Sausages,0,0,0,0,,
6785,Rice,0,0,0,0,,
6786,Ground Ginger,0,0,0,0,,
6787,Light Brown Soft Sugar,0,0,0,0,,
6788,mustard,3.4,3.8,5.8,60,,
6789,Milk Chocolate,0,0,0,0,,
6790,Sugar,0,0,0,0,,
6791,Feta,0,0,0,0,,
6792,"butter, softened",81.13,0.85,0.07,716.97,,
6793,little gem lettuce,0,0,0,0,,
6794,Paneer,0,0,0,0,,
6795,Pork,0,0,0,0,,
6796,Vegetable Stock,0,0,0,0,,
6797,onion salt,0,0,0,0,,
6798,flour tortilla,0,0,0,0,,
6799,Star Anise,0,0,0,0,,
6800,Garlic,0.67,6.33,33,149,,
6801,Coriander seeds,0,0,0,0,,
6802,Basmati Rice,0,0,0,0,,
6803,Parma ham,0,0,0,0,,
6804,Cinnamon,1.15,3.85,80.77,246.92,,
6805,Coriander,5,21.67,51.67,278.33,,
6806,Parmesan,27.8,28.4,14,420,,
6807,Italian fennel sausages,0.2,1.24,7.3,31,,
6808,Passata,0,0,0,0,,
6809,Sesame Seed,48.01,16.97,25.75,565.01,,
6810,Boiling Water,0,0,0,0,,
6811,Yeast,0,0,0,0,,
6812,Sauerkraut,0,0,0,0,,
6813,Courgettes,0,0,0,0,,
6814,Plain chocolate,29.71,7.71,59.43,535,,
6815,Celeriac,0,0,0,0,,
6816,Paccheri Pasta,0,0,0,0,,
6817,carrots,0.17,0.76,8.22,35,,
6818,Mushrooms,0,0,0,0,,
6819,Cinnamon Stick,0,0,0,0,,
6820,eggs,0,0,0,0,,
6821,paprika,0,0,0,0,,
6822,anchovy fillet,9.75,29,0,210,,
6823,chopped tomatoes,0.2,0.88,3.89,18,,
6824,brown rice,0.83,2.32,23.51,112,,
6825,Red Chilli powder,0,0,0,0,,
6826,Almonds,0,0,0,0,,
6827,Baby Squid,0,0,0,0,,
6828,Corn Flour,0,0,0,0,,
6829,Dried Apricots,0,0,0,0,,
6830,Brie,0,0,0,0,,
6831,Bay Leaf,10,10,75,315,,
6832,White Flour,0,0,0,0,,
6833,brown sugar,0,0,98,380,,
6834,Vinegar,0,0,0,0,,
6835,Lamb Shoulder,0,0,0,0,,
6836,green beans,0,0,0,0,,
6837,Puff Pastry,0,0,0,0,,
6838,chicken thighs,0,0,0,0,,
6839,Oregano,0,0,0,0,,
6840,muscovado sugar,0,0,0,0,,
6841,Cardamom,0,0,0,0,,
6842,Tuna,0,0,0,0,,
6843,spinach,0.26,2.97,3.75,23,,
6844,Kosher Salt,0,0,0,0,,
6845,chilli powder,0,0,0,0,,
6846,Vanilla,0,0,0,0,,
6847,Bay Leaves,0,0,0,0,,
6848,Tomato,0.2,0.88,3.89,18,,
6849,shallots,0.09,2.49,16.81,72,,
6850,Peanut Brittle,0,0,0,0,,
6851,Vinaigrette Dressing,0,0,0,0,,
6852,Black Treacle,0,0,0,0,,
6853,Mustard Powder,0,0,0,0,,
6854,Kielbasa,0,0,0,0,,
6855,Chilli,0,0,0,0,,
6857,Zucchini,0,0,0,0,,
6858,strawberries,0,0,0,0,,
6859,Cheese Curds,0,0,0,0,,
6860,clove,0,0,0,0,,
6861,Rose water,0,0,0,0,,
6862,Single Cream,0,0,0,0,,
6863,rice stick noodles,0.28,2.69,28.17,130,,
6864,Cumin seeds,22.38,17.62,44.29,375.24,,
6865,Cashews,46.5,15.29,32.48,573.89,,
6866,Doner Meat,10.09,12.18,10.96,185.34,,
6867,minced garlic,0.36,6.43,33.21,148.93,,
6868,Gelatine Leafs,0,0,0,0,,
6869,Vermicelli,0,0,0,0,,
6870,Redcurrants,0,0,0,0,,
6871,sausages,0,0,0,0,,
6872,Soy Sauce,0.56,8.12,4.94,53,,
6873,Vegetable oil,0,0,0,0,,
6874,Red Chilli,0,0,0,0,,
6875,Turmeric powder,0,0,0,0,,
6876,Mackerel,0,0,0,0,,
6877,Beef,0,0,0,0,,
6878,Dark Chocolate Chips,0,0,0,0,,
6879,Medjool dates,0,0,0,0,,
6880,lemon juice,0,0.4,5.6,17,,
6881,Mayonnaise,0,0,0,0,,
6882,Gochujang,0,0,0,0,,
6883,Clams,0,0,0,0,,
6884,Chopped Parsley,0,0,0,0,,
6885,Harissa Spice,0,0,0,0,,
6886,White Wine,0,0,0,0,,
6887,Chickpeas,0,0,0,0,,
6888,Duck Legs,0,0,0,0,,
6889,chopped parsley,0.79,2.89,6.32,36.05,,
6890,Cheese,33.32,22.86,3.11,404,,
6891,Lamb Leg,0,0,0,0,,
6892,Cashew Nuts,0,0,0,0,,
6893,garlic,0.67,6.33,33,149,,
6894,Smoked Salmon,0,0,0,0,,
6895,white wine,0,0.07,2.6,82,,
6896,Challots,0,0,0,0,,
6897,green red lentils,0.38,9.02,19.54,114,,
6898,Lemons,0,0,0,0,,
6899,Green Chilli,0,0,0,0,,
6900,Rapeseed Oil,0,0,0,0,,
6901,orange,0,0,0,0,,
6902,Rice Vinegar,0,0,0,0,,
6903,Rhubarb,0,0,0,0,,
6904,Ground Almonds,0,0,0,0,,
6905,Doubanjiang,0,0,0,0,,
6906,milk,0,0,0,0,,
6907,Pine nuts,0,0,0,0,,
6908,Chicken Stock Cube,0,0,0,0,,
6909,breadcrumbs,0,0,0,0,,
6910,Cayenne pepper,0,0,0,0,,
6911,garlic powder,0,0,0,0,,
6912,Borlotti Beans,0,0,0,0,,
6913,Curry Powder,0,0,0,0,,
6914,Allspice,0,0,0,0,,
6915,Peanut Butter,0,0,0,0,,
6916,Blackberrys,0,0,0,0,,
6917,Bicarbonate Of Soda,0,0,0,0,,
6918,Goose Fat,0,0,0,0,,
6919,Ice Cream,0,0,0,0,,
6920,pecorino,26.95,31.82,3.63,386.98,,
6921,Cream,0,0,0,0,,
6922,Shiitake Mushrooms,0,0,0,0,,
6923,chicken stock,1.2,2.52,3.53,36,,
6924,Water Chestnut,0,0,0,0,,
6925,coriander,5,21.67,51.67,278.33,,
6926,Sesame Seed Burger Buns,0,0,0,0,,
6927,Butternut Squash,0,0,0,0,,
6928,vine leaves,0,0,0,0,,
6929,Yogurt,0,0,0,0,,
6930,Minced Garlic,0,0,0,0,,
6931,Water,0,0,0,0,,
6932,Parmigiano-Reggiano,27.8,28.4,14,420,,
6933,ground cumin,0,0,0,0,,
6934,Christmas Pudding,0,0,0,0,,
6935,Blueberries,0,0,0,0,,
6936,Semi-skimmed Milk,0,0,0,0,,
6937,Rice wine,0,0,0,0,,
6938,mushrooms,0.5,2.17,5.25,28,,
6939,demerara sugar,0,0,0,0,,
6940,vanilla extract,0,0,0,0,,
6941,Beetroot,0,0,0,0,,
6942,Black Pudding,0,0,0,0,,
6943,Gouda cheese,27.44,24.94,2.22,356.01,,
6944,Baguette,0,0,0,0,,
6945,Lentils,0,0,0,0,,
6946,chili powder,0,0,0,0,,
6947,cherry tomatoes,0,0,0,0,,
6948,Tabasco Sauce,0,0,0,0,,
6949,Mincemeat,0,0,0,0,,
6950,Kale,0,0,0,0,,
6951,Mint,0,0,0,0,,
6952,peanut oil,100,0,0,884,,
6953,Tofu,0,0,0,0,,
6954,Couscous,0,0,0,0,,
6955,vanilla,0,0,0,0,,
6956,Grape Tomatoes,0,0,0,0,,
6957,Icing Sugar,0,0,0,0,,
6958,Scotch Bonnet,0,0,0,0,,
6959,Haricot Beans,0,0,0,0,,
6960,Sesame Seed Oil,0,0,0,0,,
6961,Red Chilli Powder,0,0,0,0,,
6962,Prunes,0,0,0,0,,
6963,Celery,0,0,0,0,,
6964,Ground Pork,0,0,0,0,,
6965,Cocoa,10,20,60,410,,
6966,Roasted Vegetables,0,0,0,0,,
6967,Beef Brisket,0,0,0,0,,
6968,fresh thyme,1.25,5,25,101.25,,
6969,Ground Beef,0,0,0,0,,
6970,Butter Beans,0,0,0,0,,
6971,Spring onions,0,0,0,0,,
6972,Dark Brown Soft Sugar,0,0,0,0,,
6973,sultanas,0,0,0,0,,
6974,Chicken Legs,0,0,0,0,,
6975,Greek yogurt,0,0,0,0,,
6976,Clove,0,0,0,0,,
6977,Stout,0,0,0,0,,
6978,Brandy,0,0,0,0,,
6979,Avocado,0,0,0,0,,
6980,Baking Powder,0,0,0,0,,
6981,Coriander Leaves,0,0,0,0,,
6982,Vegetable Stock Cube,0,0,0,0,,
6983,Dried Oregano,4,9,69,265,,
6984,Condensed Milk,0,0,0,0,,
6985,Thai red curry paste,0,0,0,0,,
6986,Potatoes,0.13,2.5,21.15,93,,
6987,Refried Beans,0,0,0,0,,
6988,Goats Cheese,0,0,0,0,,
6989,English Mustard,0,0,0,0,,
6990,italian seasoning,8.79,11.17,61.36,280.59,,
6991,Olive Oil,100,0,0,884,,
6992,potatoes,0,0,0,0,,
6993,Almond Extract,0,0,0,0,,
6994,Chopped tomatoes,0.2,0.88,3.89,18,,
6995,Currants,0,0,0,0,,
6996,self raising flour,0,0,0,0,,
6997,Pears,0,0,0,0,,
6998,Marzipan,0,0,0,0,,
6999,Pumpkin,0,0,0,0,,
7000,Tomatoes,0,0,0,0,,
7001,Onion,0.19,1.36,10.15,44,,
7002,smoky paprika,13.04,14.35,53.91,282.17,,
7003,Beef Fillet,0,0,0,0,,
7004,Walnuts,0,0,0,0,,
7005,Brown sugar,0,0,0,0,,
7006,Egg Plants,0,0,0,0,,
7007,Monterey Jack Cheese,0,0,0,0,,
7008,Iceberg Lettuce,0,0,0,0,,
7009,hot beef stock,0.09,1.97,1.2,13,,
7010,coco sugar,0,0,0,0,,
7011,Lemon Juice,0,0,0,0,,
7012,bread,0,0,0,0,,
7013,Bramley Apples,0,0,0,0,,
7014,Fennel Seeds,0,0,0,0,,
7015,Wood Ear Mushrooms,0,0,0,0,,
7016,Mozzarella,0,0,0,0,,
7017,Chestnut Mushroom,0,0,0,0,,
7018,Udon Noodles,0,0,0,0,,
7019,Sichuan pepper,0,0,0,0,,
7020,Honey,0,0.29,82.38,304,,
7021,Chilli powder,0,0,0,0,,
7022,Basil Leaves,0,0,0,0,,
7023,oyster sauce,0.28,1.33,10.94,51,,
7024,red wine,0,0.07,2.61,85,,
7025,Lamb,0,0,0,0,,
7026,Kosher salt,0,0,0,0,,
7027,Apples,0,0,0,0,,
7028,Salmon,12.35,22.1,0,206,,
7029,dark soft brown sugar,0,0,0,0,,
7030,Chicken Thighs,0,0,0,0,,
7031,Brown Sugar,0,0,0,0,,
7032,Marjoram,0,0,0,0,,
7033,Cheddar Cheese,0,0,0,0,,
7034,bicarbonate of soda,0,0,0,0,,
7035,celery salt,0,0,0,0,,
7036,Mars Bar,0,0,0,0,,
7037,Capers,0,0,0,0,,
7038,Squid,0,0,0,0,,
7039,Peas,0.22,5.36,15.63,84,,
7040,Smoked Paprika,13.04,14.35,53.91,282.17,,
7041,lasagne sheets,8.42,11.4,9.01,156.41,,
7042,Carrot,0,0,0,0,,
7043,Saffron,0,0,0,0,,
7044,sugar,0,0,100,386.9,,
7045,Bay leaf,0,0,0,0,,
7046,Beef Gravy,0,0,0,0,,
7047,Haddock,0,0,0,0,,
7048,Minced Pork,0,0,0,0,,
7049,Tinned Tomatos,0,0,0,0,,
7050,basmati rice,0.28,2.69,28.17,130,,
7051,Dark Chocolate,0,0,0,0,,
7052,vegetable stock,0,0,0,0,,
7053,turnips,0.08,0.71,5.06,22,,
7054,flaked almonds,52.71,20.93,20.93,597.67,,
7055,lean minced beef,17.36,27,0,272,,
7056,Green Olives,15.19,1.11,3.7,145.19,,
7057,Bramley apples,0.17,0.26,13.81,52,,
7058,Mirin,0,0,0,0,,
7059,tuna,0.59,29.15,0,130,,
7060,penne rigate,0.93,5.8,30.86,158,,
7061,soya milk,1.65,2.88,3.29,41,,
7062,Fresh Thyme,0,0,0,0,,
7063,Chicken Stock,1.2,2.52,3.53,36,,
7064,lemon,0,0,0,0,,
7065,Rice Vermicelli,0,0,0,0,,
7066,black treacle,0,0,0,0,,
7067,ice cream,0,0,0,0,,
7068,Baked Beans,0,0,0,0,,
7069,Beef Stock,0,0,0,0,,
7070,Sardines,0,0,0,0,,
7071,Vine Tomatoes,0,0,0,0,,
7072,red chilli flakes,7.1,7.53,6.1,118,,
7073,salmon,0,0,0,0,,
7074,Fruit Mix,0,0,0,0,,
7075,Dill,0,0,0,0,,
7076,Chinese broccoli,0.72,1.14,3.81,22,,
7077,Granulated Sugar,0,0,100,387.14,,
7078,onions,0.19,1.36,10.15,44,,
7079,White Fish,0,0,0,0,,
7080,turmeric,0,0,0,0,,
7081,Heavy Cream,0,0,0,0,,
7082,Spinach,0.26,2.97,3.75,23,,
7083,Flour,0.98,10.33,76.31,364,,
7084,Cinnamon stick,0,0,0,0,,
7085,avocado,0,0,0,0,,
7086,Braeburn Apples,0,0,0,0,,
7087,Monkfish,0,0,0,0,,
7088,Diced Tomatoes,0.25,0.79,3.47,16,,
7089,Dijon Mustard,0,0,0,0,,
7090,Chorizo,0,0,0,0,,
7091,Cumin Seeds,0,0,0,0,,
7092,ginger,1,2,18,80,,
7093,onion,0.19,1.36,10.15,44,,
7094,Ghee,99.45,0.31,0,876.02,,
7095,Jerusalem Artichokes,0,0,0,0,,
7096,Buckwheat,0,0,0,0,,
7097,Balsamic Vinegar,0,0,0,0,,
7098,lamb loin chops,21.2,28.48,0,305,,
7099,Rocket,0,0,0,0,,
7100,Wonton Skin,0,0,0,0,,
7101,Sunflower Oil,0,0,0,0,,
7102,Cold Water,0,0,0,0,,
7103,Lettuce,0.3,1.23,3.29,17,,
7104,Macaroni,0,0,0,0,,
7105,black pepper,0,0,0,0,,
7106,Red Pepper Flakes,0,0,0,0,,
7107,Potato starch,0,0,0,0,,
7108,Shredded Mexican Cheese,0,0,0,0,,
7109,salsa,0,0,0,0,,
7110,Parmesan cheese,0,0,0,0,,
7111,Sour Cream,0,0,0,0,,
7112,Oil,0,0,0,0,,
7113,basil,0,4,2,24,,
7114,Chinese Broccoli,0,0,0,0,,
7115,Goat Meat,0,0,0,0,,
7116,Orange,0,0,0,0,,
7117,Parsley,0,0,0,0,,
